SAMPLES,c1_11237,c1_14614,c1_15178,c1_15225,c1_2071,c1_2086,c1_2090,c1_3746,c1_3992,c1_5126,c1_513,c1_5546,c1_5580,c1_6668,c1_7624,c2_14763,c2_14764,c2_16204,c2_17061,c2_1908,c2_21314,c2_22165,c2_22186,c2_22758,c2_33777,c2_34546,c2_34698,c2_34709,c2_34717,c2_3512,c2_36942,c2_40765,c2_45611,c2_46398,c2_48128,c2_49724,c2_52196,c2_52202,c2_52203,c2_53708,c2_54811,c2_55639,c2_56602,c2_5771,c2_5784,c2_5845,c2_5868,c2_8508,c2_8515,c2_9003
15060021,3,1,1,1,4,4,4,3,1,4,0,2,2,4,0,0,4,4,2,3,1,0,4,4,4,2,4,4,0,3,1,3,4,2,0,3,0,4,4,1,2,2,1,4,4,4,4,3,3,0
15060027,3,1,0,1,4,4,4,4,3,3,3,3,1,4,0,0,4,4,3,3,1,2,2,2,4,1,4,4,0,3,1,3,3,1,1,3,0,4,4,2,3,4,2,4,4,4,4,4,4,0
15060039,3,1,0,1,3,3,3,4,1,4,0,3,1,4,0,2,2,3,3,3,1,0,4,2,3,0,4,4,0,3,0,3,3,2,1,3,0,4,4,2,0,2,1,3,3,3,3,3,3,0
15060042,3,2,1,2,4,4,4,4,1,4,2,3,1,4,0,0,4,4,3,4,0,1,3,3,4,1,4,4,0,4,0,3,4,2,2,4,0,4,4,1,2,4,0,4,4,4,4,3,3,0
15060050,3,3,0,2,3,3,3,3,0,2,3,3,0,4,0,2,2,4,4,4,0,1,3,2,3,1,4,4,0,4,1,4,3,3,2,4,1,2,3,2,3,4,0,3,3,3,3,4,4,0
15060056,3,4,2,1,4,4,4,4,0,4,4,2,2,4,0,0,4,4,2,NA,NA,0,4,2,4,3,4,4,0,3,1,4,2,0,1,3,0,3,4,3,2,3,0,4,4,4,4,4,4,0
15060063,4,3,0,1,4,4,4,4,2,4,4,2,1,4,0,0,4,4,3,3,1,1,3,4,4,1,4,4,0,2,1,2,3,0,2,3,1,3,3,1,3,4,2,4,4,4,4,4,4,1
15060070,4,0,0,2,4,4,4,4,2,4,2,3,1,4,0,0,4,4,3,3,1,1,3,3,4,0,4,4,0,2,0,4,4,2,2,4,1,3,3,2,3,3,1,4,4,4,4,4,4,0
15060072,4,2,1,2,3,4,4,3,3,4,2,2,2,3,1,2,2,4,2,NA,NA,1,3,2,4,2,4,3,0,4,2,4,3,3,3,3,0,3,4,2,1,4,2,3,3,4,4,4,4,2
15060082,4,1,1,1,4,4,4,4,2,3,4,4,0,4,0,0,4,4,4,2,2,1,3,2,4,1,4,4,0,2,1,4,4,1,2,3,0,4,4,3,3,3,0,4,4,4,4,4,4,1
15060085,2,1,0,1,4,4,4,2,0,4,3,4,0,4,0,0,4,4,4,3,1,2,2,2,4,0,4,4,0,2,1,4,3,0,1,4,0,4,4,1,1,3,0,4,4,4,4,4,4,3
15060097,4,1,0,1,2,2,2,4,2,4,1,2,0,4,1,2,2,1,4,4,0,2,2,2,2,1,3,3,1,4,2,4,2,2,2,3,0,4,4,3,2,1,0,2,2,2,2,4,4,2
15060101,4,2,0,2,4,4,4,3,1,4,3,3,0,4,1,0,4,3,4,3,1,2,2,4,4,1,4,4,0,3,0,3,4,3,2,4,1,1,3,1,2,3,0,4,4,4,4,4,4,2
