SAMPLES,c1_10253,c1_10879,c1_12386,c1_13243,c1_13289,c1_15219,c1_16171,c1_16172,c1_16540,c1_2112,c1_2640,c1_4192,c1_513,c1_6192,c1_6476,c1_9587,c2_10539,c2_11488,c2_11584,c2_12760,c2_12779,c2_12788,c2_13821,c2_14491,c2_25662,c2_27928,c2_32334,c2_33514,c2_34179,c2_34590,c2_34777,c2_38667,c2_39834,c2_41405,c2_41963,c2_42169,c2_43243,c2_45168,c2_46777,c2_48033,c2_49377,c2_50220,c2_51320,c2_51800,c2_55072,c2_55199,c2_55276,c2_56145,c2_57019,c2_58373
15061778,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,2,2,3,4,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
15061718,0,3,3,4,3,1,1,2,1,0,1,2,2,3,3,3,4,3,2,1,4,1,1,3,4,2,3,4,1,3,2,2,2,4,2,1,1,1,1,0,2,2,3,3,4,0,3,4,0,4
15061486,0,2,3,1,3,2,0,1,3,0,2,2,3,4,3,3,0,4,0,0,4,0,3,2,2,3,4,4,0,2,3,2,3,4,2,0,4,3,4,0,1,4,3,1,3,0,2,4,1,4
15060214,0,3,3,3,2,3,0,2,2,1,2,3,1,4,4,3,3,4,2,0,4,0,2,3,4,4,4,3,2,4,2,3,3,3,4,0,1,4,3,1,3,1,2,3,3,1,3,3,0,4
15061333,1,2,2,2,2,1,0,4,1,0,4,3,2,3,3,2,3,4,0,1,4,1,1,4,4,2,4,4,1,4,2,4,2,4,4,0,4,4,3,1,3,1,4,2,4,2,4,4,0,4
15061962,1,4,2,4,2,2,0,3,1,2,4,3,2,4,3,3,2,4,2,0,4,0,2,4,4,4,3,4,1,4,1,2,3,2,3,0,2,4,3,1,3,1,3,3,4,1,3,2,1,4
15061624,0,3,4,2,3,0,0,0,2,0,2,2,2,3,3,3,1,3,0,0,4,0,1,2,3,3,3,4,2,4,1,4,3,4,3,0,2,4,2,1,1,0,4,4,3,3,2,4,0,4
15061282,1,4,4,3,3,2,0,0,2,1,3,3,3,3,2,4,3,3,1,1,3,1,1,2,3,3,3,4,1,4,1,4,3,3,3,0,1,4,2,0,3,2,4,3,2,2,3,3,0,3
15061529,0,3,2,4,3,2,0,3,1,0,3,3,3,4,2,2,2,4,1,0,4,0,3,2,3,4,3,4,2,4,2,3,3,4,4,0,2,4,2,1,2,2,2,3,4,1,2,4,2,3
15061935,1,4,2,4,2,2,0,3,1,2,4,3,2,4,3,3,2,4,2,0,4,0,2,4,4,4,3,4,1,4,1,2,3,2,3,0,2,4,3,1,3,1,3,3,4,1,3,2,1,4
15061568,0,2,3,3,3,2,0,2,1,0,3,2,4,3,3,3,2,3,0,1,4,1,1,3,4,3,3,4,2,4,1,4,1,4,4,0,2,4,3,0,2,1,3,3,3,1,3,4,0,4
15061491,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,2,2,3,3,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
15061318,0,4,3,3,2,2,0,2,3,0,2,3,2,4,3,3,3,4,0,0,4,1,2,3,3,3,4,4,3,4,2,4,2,4,4,0,3,4,1,1,2,2,3,2,4,1,3,4,1,4
15061361,0,4,3,3,4,1,0,2,2,0,3,3,2,4,2,3,3,4,1,1,4,1,2,4,3,3,3,4,2,4,1,4,1,4,4,0,3,4,2,1,1,1,4,3,4,2,3,4,0,4
15061515,1,3,4,1,2,2,1,0,2,0,2,2,3,3,3,3,3,3,0,0,4,0,3,3,2,4,2,3,3,4,2,3,4,4,3,1,2,4,2,1,1,1,3,2,2,2,2,4,0,4
15062123,1,4,3,2,3,3,0,2,1,0,3,2,3,3,4,3,3,3,0,0,4,0,1,3,3,4,2,3,2,4,1,3,3,4,4,0,1,4,3,0,1,2,3,2,4,2,3,4,0,4
15061358,0,4,3,2,3,2,0,3,1,0,3,2,2,3,3,2,4,3,1,0,4,0,1,2,4,4,3,4,2,4,0,4,3,4,4,0,1,4,3,0,1,2,3,2,3,2,4,4,1,4
15061428,1,4,3,1,2,1,0,2,2,0,2,3,4,4,3,4,3,3,1,0,4,0,3,3,3,3,3,3,0,4,2,4,2,4,4,0,3,4,3,0,3,2,3,2,4,2,3,4,1,4
15061496,0,3,2,2,2,1,1,2,1,0,3,3,1,4,4,3,3,4,1,0,4,0,2,3,4,4,3,4,1,3,3,2,1,4,2,1,2,3,2,0,2,1,4,4,2,0,2,4,1,3
15061648,0,3,4,4,4,2,0,1,1,0,3,2,4,3,3,3,3,4,1,0,4,0,2,2,4,3,3,4,2,4,1,4,3,4,4,0,3,4,3,1,0,2,4,3,3,2,3,4,1,4
15061808,1,3,3,3,1,2,2,0,1,1,4,4,2,3,3,4,3,3,1,1,3,1,1,1,3,4,4,4,3,3,1,4,2,3,2,2,0,3,1,2,1,2,3,3,1,2,2,3,1,2
15061600,0,4,4,1,4,2,1,1,1,0,3,3,2,4,3,3,4,4,NA,0,4,0,3,4,2,4,4,4,1,4,2,3,1,4,4,0,2,NA,2,0,1,1,4,3,3,2,3,4,0,4
15061730,0,3,3,2,3,0,1,2,2,0,4,3,2,4,4,3,2,4,1,0,4,0,2,3,3,3,3,4,2,3,2,3,3,4,3,1,3,3,2,1,1,1,4,4,3,2,3,4,1,4
15061623,0,4,3,2,3,2,0,3,1,0,3,2,2,3,3,2,4,3,1,0,4,0,1,2,4,4,3,4,2,4,0,4,3,4,4,0,1,4,3,0,1,2,3,2,3,2,4,4,1,4
15061405,1,4,4,3,3,2,0,0,2,1,3,3,3,3,2,4,3,3,1,1,3,1,1,2,3,3,3,4,1,4,1,4,3,3,3,0,1,4,2,0,3,2,4,3,2,2,3,3,0,3
15061299,1,4,4,3,3,2,0,0,2,1,3,3,3,3,2,4,3,3,1,1,3,1,1,2,3,3,3,4,1,4,1,4,3,3,3,0,1,4,2,0,3,2,4,3,2,2,3,3,0,3
15061578,0,2,3,3,4,1,0,3,0,0,4,2,3,4,3,2,3,4,1,1,4,1,1,3,3,2,4,4,1,4,0,4,3,4,3,0,3,4,4,0,2,0,3,3,3,2,1,4,1,4
15061476,0,4,3,3,3,1,0,1,3,0,2,3,2,4,NA,2,4,4,0,0,4,0,3,3,2,4,3,4,2,3,3,3,3,4,4,0,2,4,2,2,1,1,3,2,4,0,2,4,1,3
15061765,0,3,2,4,3,2,0,3,1,0,3,3,3,4,2,2,2,4,1,0,4,0,3,2,3,4,4,4,2,4,2,3,3,4,4,0,2,4,2,1,2,2,2,3,4,1,2,4,2,3
15062111,0,3,3,4,4,1,0,1,1,0,3,3,2,3,3,3,4,4,1,1,4,1,1,3,4,3,4,4,2,4,0,4,3,4,4,0,2,4,2,1,2,2,4,3,3,2,3,4,1,4
15061397,0,3,4,2,3,0,0,0,2,0,2,2,2,3,3,3,1,3,0,0,4,0,1,2,3,3,3,4,2,4,1,4,3,4,3,0,2,4,2,1,1,0,4,4,3,3,2,4,0,4
15061713,0,4,3,2,3,2,0,3,1,0,3,2,2,3,3,2,4,3,1,0,4,0,1,2,4,4,3,4,2,4,0,4,3,4,4,0,1,4,3,0,1,2,3,2,3,2,4,4,1,4
15061584,1,3,2,4,3,2,1,2,4,0,1,3,2,3,3,4,3,3,0,1,3,1,1,3,3,3,3,4,2,4,2,2,2,4,0,0,2,3,2,1,2,2,3,2,1,2,1,4,0,2
15061912,0,4,4,2,3,1,1,1,0,0,4,3,2,3,3,4,2,4,0,1,3,2,3,3,2,2,2,3,2,4,2,3,3,4,4,0,4,4,4,0,3,2,4,3,3,0,2,4,0,3
15061260,0,4,3,2,3,2,0,3,1,0,3,2,2,3,3,2,4,3,1,0,4,0,1,2,4,4,4,4,2,4,0,4,3,4,4,0,1,4,3,0,1,2,3,2,3,2,4,4,1,4
15062099,0,4,2,3,3,2,0,2,3,0,3,4,3,3,2,3,2,4,0,1,3,1,0,3,3,2,3,4,2,2,1,3,2,4,4,0,1,3,2,0,0,1,4,2,2,0,3,4,1,3
15061350,0,3,2,4,3,1,0,2,1,0,3,4,3,3,3,3,3,4,1,1,4,1,3,3,4,3,3,4,2,4,2,4,2,4,4,0,2,4,4,0,2,0,4,2,3,1,4,4,0,4
15060933,0,3,2,2,0,2,0,2,3,0,2,4,2,4,4,3,0,3,0,0,4,1,2,3,3,4,3,3,2,1,1,4,4,4,4,0,4,4,1,0,1,4,3,2,4,0,3,4,3,4
15061548,0,4,3,3,3,3,0,2,2,0,3,3,3,3,4,2,3,4,1,0,4,0,3,2,3,4,3,4,2,4,2,4,2,4,4,0,1,4,4,0,1,2,2,2,3,3,4,4,2,4
15061348,0,4,3,3,4,1,0,2,2,0,3,3,2,4,2,3,3,4,1,1,4,1,2,4,3,3,3,4,3,4,1,4,1,4,4,0,3,4,2,1,1,1,4,3,4,2,3,4,0,4
15061560,0,4,4,2,2,2,1,1,2,0,2,3,2,2,3,3,4,4,1,0,4,0,2,1,3,4,4,3,2,3,1,3,3,4,2,1,1,4,3,0,0,2,2,2,1,2,3,4,1,3
15061544,0,3,4,3,3,0,0,0,2,0,2,2,3,3,3,3,1,3,0,0,4,0,1,2,3,3,3,4,3,4,1,4,3,4,3,0,2,4,2,1,1,0,4,4,3,3,2,4,0,4
15061449,0,3,3,4,3,1,1,2,1,0,1,2,2,3,3,3,4,3,2,1,4,1,1,3,4,2,3,4,1,3,2,2,2,4,2,1,1,1,1,0,2,2,3,3,4,0,3,4,0,4
15062348,1,4,3,1,2,1,0,2,2,0,2,3,4,4,3,4,3,3,1,0,4,0,3,3,3,3,3,3,0,4,2,4,2,4,4,0,3,4,3,0,3,2,3,2,4,2,3,4,1,4
15061916,0,4,3,3,4,1,0,2,2,0,3,3,2,4,2,3,3,4,1,1,4,1,2,4,3,3,3,4,2,4,1,4,1,4,4,0,3,4,2,1,1,1,4,3,4,2,3,4,0,4
15062138,0,3,4,2,3,0,0,1,2,0,2,2,2,3,3,3,2,3,NA,0,4,0,1,2,3,3,3,4,2,4,1,4,3,4,3,0,2,4,2,1,1,1,NA,4,3,3,3,4,0,4
15061946,0,3,2,2,2,1,1,1,1,0,3,3,1,4,4,3,3,4,1,0,4,0,2,3,4,4,3,4,1,3,3,2,1,4,2,1,2,3,2,0,2,1,4,4,2,0,2,4,1,3
15061676,0,4,3,3,4,1,0,2,2,0,3,3,2,4,2,3,3,4,1,1,4,1,2,4,3,3,3,4,3,4,1,4,1,4,4,0,3,4,2,1,1,1,4,3,4,2,3,4,0,4
15060536,1,4,3,3,1,1,0,1,3,0,3,4,4,4,4,4,0,3,0,0,4,1,1,2,2,3,3,4,2,4,1,4,2,4,3,0,2,3,3,1,2,2,3,3,2,1,3,4,3,4
15061391,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,1,2,3,3,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
15061662,0,3,3,4,3,1,1,2,1,0,1,2,2,3,3,3,4,3,2,1,4,1,1,3,4,2,3,4,1,3,2,2,2,4,2,1,1,2,1,0,2,2,3,3,4,0,3,4,0,4
15061228,0,2,3,2,1,1,0,1,3,0,1,4,3,NA,2,3,3,4,1,1,3,1,3,2,2,4,2,4,4,4,1,2,0,4,3,0,2,3,1,1,2,1,4,2,2,3,1,4,1,NA
15061356,0,2,2,4,3,1,1,1,2,1,3,3,3,3,4,3,1,4,0,0,4,0,1,3,4,3,3,4,3,3,1,3,2,3,2,1,0,3,2,1,1,2,3,3,1,3,2,3,1,3
15061963,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,2,2,3,3,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
15061338,0,3,4,2,3,0,0,0,2,0,2,2,2,3,3,3,1,3,0,0,4,0,1,2,3,3,3,4,2,4,1,4,3,4,3,0,2,4,2,1,1,0,4,4,3,3,2,4,0,4
15062331,0,2,2,4,3,1,1,1,2,1,3,3,3,3,4,3,1,4,0,0,4,0,1,3,4,3,3,4,3,3,1,3,2,3,2,1,0,3,2,1,1,2,3,4,1,3,2,3,1,3
15062098,1,4,3,1,2,1,0,2,2,0,2,3,4,4,3,4,3,3,1,0,4,0,3,3,3,3,3,3,0,4,2,4,2,4,4,0,3,4,3,0,3,2,3,2,4,2,3,4,1,4
15062114,0,2,4,3,4,0,0,1,2,0,2,1,2,4,3,4,2,3,1,1,4,1,2,3,4,3,3,4,3,4,2,4,3,4,3,0,3,4,3,0,2,2,3,3,4,4,3,4,0,4
15062046,0,4,4,2,3,1,1,1,0,0,4,3,2,3,3,4,2,4,0,1,3,2,3,3,1,2,3,3,2,4,2,3,3,4,4,0,4,4,4,0,3,2,4,3,3,0,2,4,0,3
15062370,0,2,3,3,4,1,0,3,0,0,4,2,3,4,3,2,3,4,1,1,4,1,1,3,3,2,4,4,1,4,0,4,3,4,3,0,3,4,4,0,2,0,3,3,3,2,1,4,1,4
15061685,0,3,3,2,3,2,0,2,1,0,3,3,3,3,3,2,3,4,1,0,4,0,2,3,3,2,3,4,1,4,1,4,1,4,3,0,3,4,3,1,2,2,3,2,3,3,2,4,1,3
15061540,1,4,3,2,3,3,0,2,1,0,3,2,3,3,4,3,3,3,0,0,4,0,1,3,3,4,2,3,2,4,1,3,3,4,4,0,1,4,3,0,1,2,3,2,4,2,3,4,0,4
15061721,1,4,3,2,3,1,0,1,1,0,2,4,4,4,3,4,1,4,2,1,4,1,3,2,3,4,3,3,2,3,2,2,4,4,4,0,4,4,2,0,3,3,3,2,4,1,4,4,1,4
15062074,0,4,2,3,3,1,0,3,2,0,4,1,4,3,3,4,3,4,1,1,4,1,2,3,3,2,4,3,1,4,3,4,3,4,4,0,1,4,3,0,2,2,3,3,3,2,4,4,0,4
15062362,0,4,3,3,4,1,0,2,2,0,3,3,2,4,2,3,3,4,1,1,4,1,2,4,3,3,4,4,2,4,1,4,1,4,4,0,3,4,2,1,1,1,4,3,4,2,3,4,0,4
15061689,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,2,2,3,3,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
15061357,0,2,3,3,4,1,0,3,0,0,4,2,3,4,3,2,3,4,1,1,4,1,1,3,3,2,4,4,1,4,0,4,3,4,3,0,3,4,4,0,2,0,3,3,3,2,1,4,1,4
15061376,1,4,3,1,2,1,0,2,2,0,2,3,4,4,3,4,3,3,1,0,4,0,3,3,3,3,3,3,0,4,2,4,2,4,4,0,3,4,3,0,3,2,3,2,4,2,3,4,1,4
15061308,0,4,3,3,4,1,0,2,1,0,4,3,3,3,3,4,2,3,1,0,4,0,3,2,2,3,3,4,3,4,2,4,3,4,3,0,2,4,1,1,1,0,3,3,4,2,2,4,2,4
