SAMPLES,c1_11418,c1_11997,c1_12169,c1_12345,c1_12945,c1_13482,c1_14083,c1_14684,c1_15485,c1_3049,c1_3051,c1_3060,c1_4803,c1_5483,c1_7005,c1_7695,c1_8330,c1_8635,c2_13766,c2_14470,c2_14793,c2_14841,c2_14848,c2_18664,c2_18848,c2_22939,c2_28012,c2_29187,c2_32802,c2_35411,c2_38167,c2_39155,c2_40775,c2_42374,c2_42943,c2_43998,c2_44000,c2_46144,c2_46448,c2_47661,c2_4904,c2_49042,c2_49758,c2_49906,c2_53380,c2_54139,c2_8659,c2_8661,c2_9021,c2_9908
15060021,4,0,3,4,2,2,0,0,2,4,0,4,2,2,0,2,4,3,1,1,2,1,2,0,4,2,1,4,0,3,0,1,4,4,2,3,3,0,2,1,4,1,1,4,3,2,3,3,4,0
15060027,4,0,4,3,2,0,0,0,1,4,0,4,3,2,0,2,1,4,2,1,3,2,1,3,4,2,0,4,0,2,1,3,4,4,0,3,3,0,0,0,4,3,1,4,1,4,4,4,4,0
15060039,3,0,4,4,2,1,0,0,2,4,0,4,2,2,1,2,1,4,1,1,3,1,3,1,4,3,0,3,1,0,1,0,4,4,2,4,4,0,2,0,4,2,0,4,3,3,3,3,4,1
15060042,4,0,1,4,3,1,0,0,2,4,0,4,3,2,0,2,3,3,2,2,3,1,2,1,3,3,1,4,0,1,0,0,4,4,1,3,3,0,1,0,4,2,3,4,3,3,4,4,4,1
15060050,3,0,3,3,1,1,0,0,3,4,0,4,1,3,0,1,4,3,3,1,2,1,3,0,3,2,1,4,1,1,0,1,4,4,2,3,3,0,2,0,4,2,3,4,4,4,4,4,4,0
15060056,4,0,4,3,1,2,1,0,2,3,1,3,4,1,0,2,3,3,3,2,2,1,0,2,4,3,1,4,1,0,0,3,4,4,0,3,3,1,0,0,4,2,4,2,1,3,2,2,3,0
15060063,4,0,4,3,2,2,0,0,3,4,0,4,4,2,0,3,3,4,2,2,3,4,0,2,4,3,0,4,1,4,0,2,4,4,2,4,4,0,2,0,4,1,4,4,2,4,4,4,4,1
15060070,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15060072,3,0,3,3,2,3,0,0,0,4,0,4,2,2,0,3,1,3,4,1,2,1,2,3,2,0,1,4,0,1,2,2,4,4,2,4,4,0,2,0,4,2,0,4,2,4,4,4,4,1
15060082,4,0,3,3,2,2,0,0,1,4,0,4,3,1,0,3,1,4,0,0,3,1,1,1,3,1,0,4,0,1,0,3,4,4,0,3,3,0,0,0,4,3,3,4,2,3,4,4,4,0
15060085,4,0,4,4,1,1,0,0,2,4,0,4,3,2,0,1,2,4,3,2,2,3,0,0,2,0,0,3,1,3,0,1,4,4,1,3,3,0,1,0,4,2,2,4,2,3,3,3,4,0
15060097,2,1,4,4,4,0,1,1,1,4,0,4,2,2,2,1,0,4,2,2,3,2,2,1,3,2,0,3,1,3,2,2,3,2,2,3,3,0,2,0,3,3,1,4,2,4,2,2,4,2
15060101,4,0,4,3,1,3,0,0,3,3,1,3,4,2,0,3,1,4,0,2,3,2,0,3,4,1,0,4,0,1,0,3,4,4,0,3,3,1,0,0,4,3,2,3,1,4,4,4,3,2
15060102,4,0,4,4,0,2,0,0,0,4,0,4,2,1,0,3,1,4,2,3,2,1,1,1,4,1,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,1,4,4,4,4,0
15060110,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15060112,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,3,3,4,4,4,1
15060114,4,1,4,4,2,3,0,1,2,4,0,4,3,1,0,1,1,4,1,3,3,2,1,2,4,1,0,4,0,3,0,2,3,3,0,3,3,0,0,0,4,2,3,4,4,4,4,4,4,0
15060120,4,0,2,4,2,1,0,0,2,4,0,4,2,0,0,2,2,4,0,2,4,1,0,1,3,3,0,4,0,1,0,1,4,4,0,3,3,0,0,0,4,2,0,4,3,2,4,4,4,0
15060121,4,0,4,4,1,3,0,0,2,4,0,4,2,2,0,3,0,4,3,3,2,0,3,3,4,2,0,4,1,0,0,4,4,4,1,4,4,0,1,0,4,3,1,4,4,4,4,4,4,1
15060122,3,0,3,3,1,1,0,0,3,4,0,4,1,3,0,1,4,3,3,1,2,1,3,0,3,2,1,4,1,1,0,1,4,4,2,3,3,0,2,0,4,2,3,4,4,4,4,4,4,0
15060138,4,0,4,3,2,2,0,0,1,4,0,4,2,1,0,3,3,4,1,3,2,1,3,1,4,3,0,4,1,2,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,3,4,4,4,0
15060160,2,0,3,3,1,1,0,0,3,4,0,4,2,3,0,2,4,3,3,2,2,1,3,0,3,3,2,4,1,2,0,2,4,4,2,3,3,0,2,0,4,2,3,4,4,4,2,4,3,0
15060187,4,0,3,4,2,0,0,0,2,4,0,4,2,2,0,3,0,3,4,1,1,0,3,0,4,3,1,4,2,3,0,1,4,4,1,3,3,0,1,0,4,1,3,3,4,4,4,4,4,0
15060188,4,0,4,4,1,1,0,NA,2,4,0,4,2,1,0,2,1,4,1,3,2,1,2,3,4,2,0,4,1,2,0,3,NA,4,2,4,3,1,2,0,3,2,1,4,2,4,4,4,3,1
